Category,Lines,City,Country,Date,Manager,Quantity sold,Sales Revenue,Gross Margin,Discount,Customer Satisfaction,Number of Issues reported,Comments,GMR,Year-Quarter
Day wear,Outerwear,Chicago,USA,7/12/2015  12:00:00 AM,Lia Armand,"10,450.00",672.75,348.75,"5,456.44",0.85,25.00,Behaviour of personnel,0.52,2015-Q3
Night wear,Outerwear,Chicago,USA,8/2/2015  12:00:00 AM,Lia Armand,50.00,269.00,136.00,59.18,0.89,18.00,Item not as described,0.51,2015-Q3
Night wear,Outerwear,Washington,USA,7/12/2015  12:00:00 AM,Lia Armand,100.00,538.00,264.00,129.12,0.90,21.00,Other / unknown,0.49,2015-Q3
Day wear,Outerwear,New York,USA,9/16/2015  12:00:00 AM,Lia Armand,"29,250.00","1,353.75",651.00,"14,592.19",0.93,20.00,Price too high / competition,0.48,2015-Q3
Night wear,Outerwear,San Francisco,USA,8/29/2015  12:00:00 AM,Lia Armand,250.00,"1,345.00",612.00,269.00,0.93,12.00,Other / unknown,0.46,2015-Q3
Night wear,Outerwear,Los Angeles,USA,9/3/2015  12:00:00 AM,Lia Armand,250.00,"1,292.00",569.00,310.08,0.83,23.00,Behaviour of personnel,0.44,2015-Q3
Night wear,Outerwear,New York,USA,9/29/2015  12:00:00 AM,Lia Armand,150.00,711.00,296.00,163.53,0.85,17.00,Behaviour of personnel,0.42,2015-Q3
Day wear,Outerwear,San Francisco,USA,9/2/2015  12:00:00 AM,Lia Armand,"10,300.00","27,711.75","9,782.25","4,277.80",0.82,24.00,Price too high / competition,0.35,2015-Q3
Day wear,Outerwear,Washington,USA,8/24/2015  12:00:00 AM,Lia Armand,"9,800.00","17,767.50","6,159.75","4,456.10",0.88,21.00,Customer service,0.35,2015-Q3
"Hats,gloves,scarves",Outerwear,New York,USA,9/25/2015  12:00:00 AM,Lia Armand,600.00,"1,008.00",238.00,171.36,0.89,20.00,Customer service,0.24,2015-Q3
"Hats,gloves,scarves",Outerwear,Los Angeles,USA,8/21/2015  12:00:00 AM,Lia Armand,450.00,711.00,137.00,156.42,0.81,11.00,Item defect / bad quality,0.19,2015-Q3
"Hats,gloves,scarves",Outerwear,San Francisco,USA,7/25/2015  12:00:00 AM,Lia Armand,450.00,711.00,135.00,177.75,0.94,13.00,Customer service,0.19,2015-Q3
"Hats,gloves,scarves",Outerwear,Washington,USA,7/30/2015  12:00:00 AM,Lia Armand,200.00,316.00,59.00,75.84,0.88,22.00,Item not as described,0.19,2015-Q3
"Hats,gloves,scarves",Outerwear,Chicago,USA,8/14/2015  12:00:00 AM,Lia Armand,700.00,"1,097.00",202.00,252.31,0.81,11.00,Other / unknown,0.18,2015-Q3
Day wear,Outerwear,Los Angeles,USA,7/31/2015  12:00:00 AM,Lia Armand,"11,100.00",48.75,30.00,"5,307.33",0.94,23.00,Other / unknown,0.62,2015-Q3
Night wear,Outerwear,Brussels,Belgium,9/23/2015  12:00:00 AM,Lois Wood,150.00,646.00,298.00,68.64,0.95,18.00,Price too high / competition,0.46,2015-Q3
Day wear,Outerwear,Brussels,Belgium,8/2/2015  12:00:00 AM,Lois Wood,"3,150.00","6,997.00","2,206.00",364.16,0.90,19.00,Item not as described,0.32,2015-Q3
"Hats,gloves,scarves",Outerwear,Brussels,Belgium,9/30/2015  12:00:00 AM,Lois Wood,100.00,95.00,17.00,6.09,0.87,12.00,Item defect / bad quality,0.18,2015-Q3
Night wear,Outerwear,Zurich,Switzerland,8/4/2015  12:00:00 AM,Maria Price,100.00,485.00,228.00,55.98,0.83,12.00,Behaviour of personnel,0.47,2015-Q3
Day wear,Outerwear,Zurich,Switzerland,9/30/2015  12:00:00 AM,Maria Price,"2,650.00","5,596.00","1,577.00",30.16,0.85,22.00,Other / unknown,0.28,2015-Q3
Day wear,Outerwear,Seoul,South Korea,7/10/2015  12:00:00 AM,Marie Mann,"17,000.00","42,588.00","15,546.00","1,597.08",0.83,23.00,Other / unknown,0.37,2015-Q3
Night wear,Outerwear,Seoul,South Korea,8/27/2015  12:00:00 AM,Marie Mann,100.00,323.00,100.00,20.20,0.87,20.00,Price too high / competition,0.31,2015-Q3
"Hats,gloves,scarves",Outerwear,Seoul,South Korea,7/13/2015  12:00:00 AM,Marie Mann,200.00,225.00,6.00,7.05,0.90,19.00,Price too high / competition,0.03,2015-Q3
Night wear,Outerwear,Tunis,Tunisia,7/22/2015  12:00:00 AM,Marry Williams,150.00,606.00,285.00,56.49,0.86,12.00,Price too high / competition,0.47,2015-Q3
Night wear,Outerwear,Dakar,Senegal,8/3/2015  12:00:00 AM,Marry Williams,150.00,807.00,372.00,96.84,0.83,19.00,Item defect / bad quality,0.46,2015-Q3
Day wear,Outerwear,Dakar,Senegal,7/9/2015  12:00:00 AM,Marry Williams,"3,900.00","8,746.00","2,757.00","1,049.49",0.94,22.00,Item defect / bad quality,0.32,2015-Q3
Day wear,Outerwear,Tunis,Tunisia,8/19/2015  12:00:00 AM,Marry Williams,"3,300.00","6,995.00","1,971.00",466.35,0.92,21.00,Customer service,0.28,2015-Q3
"Hats,gloves,scarves",Outerwear,Dakar,Senegal,9/8/2015  12:00:00 AM,Marry Williams,100.00,119.00,21.00,15.80,0.87,14.00,Item defect / bad quality,0.18,2015-Q3
Night wear,Outerwear,Berlin,Germany,9/11/2015  12:00:00 AM,Mary Smith,150.00,781.00,382.00,151.48,0.89,24.00,Item not as described,0.49,2015-Q3
Day wear,Outerwear,Berlin,Germany,7/8/2015  12:00:00 AM,Mary Smith,"14,250.00","29,370.00","8,070.00","1,215.30",0.92,23.00,Item not as described,0.27,2015-Q3
"Hats,gloves,scarves",Outerwear,Berlin,Germany,9/11/2015  12:00:00 AM,Mary Smith,300.00,459.00,86.00,403.10,0.88,21.00,Item not as described,0.19,2015-Q3
Night wear,Outerwear,Osaka,Japan,9/29/2015  12:00:00 AM,Mayumi Mai,100.00,323.00,163.00,10.10,0.87,19.00,Item defect / bad quality,0.50,2015-Q3
Night wear,Outerwear,Tokyo,Japan,8/18/2015  12:00:00 AM,Mayumi Mai,300.00,"1,614.00",734.00,70.63,0.95,19.00,Customer service,0.45,2015-Q3
Day wear,Outerwear,Osaka,Japan,9/27/2015  12:00:00 AM,Mayumi Mai,"12,550.00","29,763.00","10,129.00","1,488.16",0.90,12.00,Item not as described,0.34,2015-Q3
Day wear,Outerwear,Tokyo,Japan,7/10/2015  12:00:00 AM,Mayumi Mai,"12,400.00","25,666.00","6,936.00",802.10,0.95,17.00,Behaviour of personnel,0.27,2015-Q3
"Hats,gloves,scarves",Outerwear,Tokyo,Japan,9/30/2015  12:00:00 AM,Mayumi Mai,550.00,854.00,162.00,48.06,0.85,12.00,Price too high / competition,0.19,2015-Q3
"Hats,gloves,scarves",Outerwear,Osaka,Japan,7/22/2015  12:00:00 AM,Mayumi Mai,850.00,"1,317.00",242.00,41.15,0.95,15.00,Item not as described,0.18,2015-Q3
Night wear,Outerwear,Barcelona,Spain,7/18/2015  12:00:00 AM,Nancy Miller,100.00,391.00,197.00,31.52,0.86,14.00,Customer service,0.50,2015-Q3
Night wear,Outerwear,Madrid,Spain,9/5/2015  12:00:00 AM,Nancy Miller,400.00,"1,873.00",825.00,38.76,0.91,13.00,Other / unknown,0.44,2015-Q3
Day wear,Outerwear,Barcelona,Spain,8/25/2015  12:00:00 AM,Nancy Miller,"15,200.00","35,963.00","12,240.00","2,083.41",0.89,19.00,Behaviour of personnel,0.34,2015-Q3
Day wear,Outerwear,Madrid,Spain,8/31/2015  12:00:00 AM,Nancy Miller,"16,100.00","36,645.00","11,169.00","2,122.89",0.94,22.00,Behaviour of personnel,0.30,2015-Q3
"Hats,gloves,scarves",Outerwear,Madrid,Spain,9/22/2015  12:00:00 AM,Nancy Miller,700.00,"1,031.00",199.00,16.30,0.82,14.00,Item defect / bad quality,0.19,2015-Q3
"Hats,gloves,scarves",Outerwear,Barcelona,Spain,9/23/2015  12:00:00 AM,Nancy Miller,"1,050.00","1,591.00",292.00,83.86,0.86,13.00,Item not as described,0.18,2015-Q3
Night wear,Outerwear,Mexico City,Mexico,7/10/2015  12:00:00 AM,Nelly Wood,100.00,427.00,178.00,107.22,0.90,11.00,Price too high / competition,0.42,2015-Q3
Day wear,Outerwear,Mexico City,Mexico,7/21/2015  12:00:00 AM,Nelly Wood,"17,550.00","46,081.00","17,892.00",81.62,0.86,16.00,Behaviour of personnel,0.39,2015-Q3
"Hats,gloves,scarves",Outerwear,Mexico City,Mexico,8/19/2015  12:00:00 AM,Nelly Wood,400.00,605.00,143.00,51.55,0.85,25.00,Other / unknown,0.24,2015-Q3
Night wear,Outerwear,Bangkok,Thailand,8/9/2015  12:00:00 AM,Rita San,150.00,646.00,316.00,24.24,0.82,15.00,Customer service,0.49,2015-Q3
Day wear,Outerwear,Bangkok,Thailand,8/22/2015  12:00:00 AM,Rita San,"7,050.00","18,832.00","7,424.00",706.20,0.87,17.00,Behaviour of personnel,0.39,2015-Q3
"Hats,gloves,scarves",Outerwear,Bangkok,Thailand,9/7/2015  12:00:00 AM,Rita San,250.00,332.00,36.00,12.42,0.86,25.00,,0.11,2015-Q3
Night wear,Outerwear,Buenos Aires,Argentina,7/10/2015  12:00:00 AM,Rose Sims,250.00,"1,130.00",519.00,168.57,0.90,21.00,Price too high / competition,0.46,2015-Q3
Day wear,Outerwear,Buenos Aires,Argentina,8/12/2015  12:00:00 AM,Rose Sims,"10,200.00","26,696.00","10,225.00",886.50,0.82,23.00,Behaviour of personnel,0.38,2015-Q3
"Hats,gloves,scarves",Outerwear,Buenos Aires,Argentina,7/17/2015  12:00:00 AM,Rose Sims,250.00,368.00,94.00,38.10,0.84,25.00,Customer service,0.26,2015-Q3
Night wear,Outerwear,Cape Town,South Africa,7/8/2015  12:00:00 AM,Sarah Am,50.00,202.00,102.00,26.90,0.91,20.00,Behaviour of personnel,0.50,2015-Q3
Night wear,Outerwear,Pretoria,South Africa,9/28/2015  12:00:00 AM,Sarah Am,100.00,404.00,198.00,32.28,0.89,12.00,Price too high / competition,0.49,2015-Q3
Night wear,Outerwear,Durban,South Africa,7/2/2015  12:00:00 AM,Sarah Am,100.00,404.00,198.00,43.04,0.88,21.00,Price too high / competition,0.49,2015-Q3
Night wear,Outerwear,Johannesburg,South Africa,8/20/2015  12:00:00 AM,Sarah Am,150.00,533.00,222.00,49.77,0.83,19.00,Item defect / bad quality,0.42,2015-Q3
Day wear,Outerwear,Pretoria,South Africa,7/25/2015  12:00:00 AM,Sarah Am,"4,400.00","11,770.00","4,640.00","1,569.30",0.86,22.00,Item not as described,0.39,2015-Q3
Day wear,Outerwear,Johannesburg,South Africa,9/18/2015  12:00:00 AM,Sarah Am,"21,950.00","57,601.00","22,365.00","4,608.06",0.86,24.00,Item not as described,0.39,2015-Q3
Day wear,Outerwear,Cape Town,South Africa,8/8/2015  12:00:00 AM,Sarah Am,"7,850.00","18,602.00","6,331.00","1,488.12",0.91,13.00,Item defect / bad quality,0.34,2015-Q3
Day wear,Outerwear,Durban,South Africa,7/2/2015  12:00:00 AM,Sarah Am,"7,350.00","15,192.00","4,174.00","1,012.75",0.90,22.00,Behaviour of personnel,0.27,2015-Q3
"Hats,gloves,scarves",Outerwear,Johannesburg,South Africa,7/10/2015  12:00:00 AM,Sarah Am,450.00,756.00,178.00,50.40,0.88,14.00,Other / unknown,0.24,2015-Q3
"Hats,gloves,scarves",Outerwear,Durban,South Africa,7/22/2015  12:00:00 AM,Sarah Am,150.00,237.00,45.00,28.44,0.84,11.00,Behaviour of personnel,0.19,2015-Q3
"Hats,gloves,scarves",Outerwear,Cape Town,South Africa,8/9/2015  12:00:00 AM,Sarah Am,550.00,823.00,151.00,54.85,0.81,22.00,Price too high / competition,0.18,2015-Q3
"Hats,gloves,scarves",Outerwear,Pretoria,South Africa,9/21/2015  12:00:00 AM,Sarah Am,150.00,207.00,23.00,27.60,0.89,12.00,Other / unknown,0.11,2015-Q3
Night wear,Outerwear,Copenhagen,Denmark,8/31/2015  12:00:00 AM,Susan Karman,100.00,323.00,158.00,101.00,0.81,25.00,Behaviour of personnel,0.49,2015-Q3
Day wear,Outerwear,Copenhagen,Denmark,8/20/2015  12:00:00 AM,Susan Karman,"3,550.00","9,416.00","3,712.00",67.50,0.90,24.00,Behaviour of personnel,0.39,2015-Q3
"Hats,gloves,scarves",Outerwear,Copenhagen,Denmark,8/31/2015  12:00:00 AM,Susan Karman,150.00,166.00,18.00,131.58,0.82,24.00,Other / unknown,0.11,2015-Q3
Night wear,Outerwear,Singapore,Singapore,9/5/2015  12:00:00 AM,Vicky Zin,250.00,"1,292.00",595.00,64.56,0.84,13.00,Item not as described,0.46,2015-Q3
Day wear,Outerwear,Singapore,Singapore,9/16/2015  12:00:00 AM,Vicky Zin,"6,250.00","13,993.00","4,411.00",612.22,0.84,20.00,Item not as described,0.32,2015-Q3
"Hats,gloves,scarves",Outerwear,Singapore,Singapore,8/20/2015  12:00:00 AM,Vicky Zin,150.00,190.00,33.00,7.14,0.95,13.00,Other / unknown,0.17,2015-Q3
Dry wear,Overcoats,Santiago,Chile,9/4/2015  12:00:00 AM,David Carl,150.00,646.00,314.00,6.90,0.81,18.00,Item defect / bad quality,0.49,2015-Q3
Wet wear,Overcoats,Santiago,Chile,9/30/2015  12:00:00 AM,David Carl,250.00,986.00,429.00,73.02,0.83,11.00,Other / unknown,0.44,2015-Q3
Dry wear,Overcoats,Amsterdam,Netherlands,9/3/2015  12:00:00 AM,Dell Grass,250.00,"1,113.00",565.00,46.05,0.93,23.00,Price too high / competition,0.51,2015-Q3
Wet wear,Overcoats,Amsterdam,Netherlands,7/22/2015  12:00:00 AM,Dell Grass,700.00,"3,163.00","1,396.00",10.71,0.94,11.00,Behaviour of personnel,0.44,2015-Q3
Dry wear,Overcoats,Rome,Italy,8/25/2015  12:00:00 AM,Don Wilson,300.00,"1,561.00",757.00,116.28,0.95,12.00,Item not as described,0.48,2015-Q3
Dry wear,Overcoats,Milan,Italy,8/29/2015  12:00:00 AM,Don Wilson,"1,200.00","5,874.00","2,750.00",437.49,0.88,20.00,Customer service,0.47,2015-Q3
Wet wear,Overcoats,Rome,Italy,7/13/2015  12:00:00 AM,Don Wilson,550.00,"2,383.00","1,037.00",60.42,0.81,20.00,Customer service,0.44,2015-Q3
Wet wear,Overcoats,Milan,Italy,9/30/2015  12:00:00 AM,Don Wilson,700.00,"3,163.00","1,367.00",179.90,0.86,11.00,Price too high / competition,0.43,2015-Q3
Dry wear,Overcoats,Sydney,Australia,8/6/2015  12:00:00 AM,Ed Young,300.00,"1,470.00",720.00,64.33,0.93,14.00,Price too high / competition,0.49,2015-Q3
Dry wear,Overcoats,Melbourne,Australia,8/31/2015  12:00:00 AM,Ed Young,"1,000.00","4,848.00","2,252.00",151.50,0.82,13.00,Other / unknown,0.46,2015-Q3
Wet wear,Overcoats,Sydney,Australia,9/3/2015  12:00:00 AM,Ed Young,700.00,"3,047.00","1,250.00",114.30,0.89,21.00,Price too high / competition,0.41,2015-Q3
Wet wear,Overcoats,Melbourne,Australia,7/4/2015  12:00:00 AM,Ed Young,800.00,"3,423.00","1,372.00",171.20,0.91,20.00,Item not as described,0.40,2015-Q3
Dry wear,Overcoats,Paris,France,8/3/2015  12:00:00 AM,Ellen Grey,700.00,"3,424.00","1,698.00",125.52,0.91,14.00,Other / unknown,0.50,2015-Q3
Dry wear,Overcoats,Toulouse,France,8/30/2015  12:00:00 AM,Ellen Grey,600.00,"3,030.00","1,408.00",48.02,0.83,19.00,Customer service,0.46,2015-Q3
Wet wear,Overcoats,Marseille,France,8/27/2015  12:00:00 AM,Ellen Grey,450.00,"2,181.00",963.00,79.38,0.84,17.00,Other / unknown,0.44,2015-Q3
Wet wear,Overcoats,Paris,France,7/28/2015  12:00:00 AM,Ellen Grey,"2,150.00","10,086.00","4,344.00",234.30,0.84,11.00,Other / unknown,0.43,2015-Q3
Wet wear,Overcoats,Toulouse,France,8/31/2015  12:00:00 AM,Ellen Grey,500.00,"2,140.00",858.00,130.68,0.84,11.00,Price too high / competition,0.40,2015-Q3
Dry wear,Overcoats,Marseille,France,9/16/2015  12:00:00 AM,Ellen Grey,150.00,500.25,123.75,331.11,0.90,20.00,Behaviour of personnel,0.25,2015-Q3
Dry wear,Overcoats,Alexandria,Egypt,8/8/2015  12:00:00 AM,Gabriel Walton,350.00,"1,771.00",879.00,212.49,0.91,20.00,Price too high / competition,0.50,2015-Q3
Dry wear,Overcoats,Cairo,Egypt,8/6/2015  12:00:00 AM,Gabriel Walton,150.00,807.00,392.00,53.80,0.82,19.00,Behaviour of personnel,0.49,2015-Q3
Wet wear,Overcoats,Cairo,Egypt,7/12/2015  12:00:00 AM,Gabriel Walton,300.00,"1,233.00",537.00,98.58,0.83,13.00,Item not as described,0.44,2015-Q3
Wet wear,Overcoats,Alexandria,Egypt,8/23/2015  12:00:00 AM,Gabriel Walton,"1,100.00","5,217.00","2,247.00",417.36,0.85,14.00,Behaviour of personnel,0.43,2015-Q3
Dry wear,Overcoats,Sao Paulo,Brasil,7/12/2015  12:00:00 AM,Gary Dumin,500.00,"2,431.00","1,138.00",228.30,0.85,11.00,Price too high / competition,0.47,2015-Q3
Dry wear,Overcoats,Rio de Janeiro,Brasil,8/6/2015  12:00:00 AM,Gary Dumin,500.00,"2,424.00","1,126.00",65.24,0.89,15.00,Other / unknown,0.46,2015-Q3
Wet wear,Overcoats,Sao Paulo,Brasil,8/17/2015  12:00:00 AM,Gary Dumin,300.00,"1,309.00",566.00,217.35,0.90,19.00,Customer service,0.43,2015-Q3
Wet wear,Overcoats,Rio de Janeiro,Brasil,9/24/2015  12:00:00 AM,Gary Dumin,400.00,"1,712.00",686.00,48.72,0.81,16.00,Item defect / bad quality,0.40,2015-Q3
Dry wear,Overcoats,Casablanca,Morocco,7/27/2015  12:00:00 AM,Gavin Boje,600.00,"3,038.00","1,422.00",202.55,0.91,23.00,Item not as described,0.47,2015-Q3
Wet wear,Overcoats,Casablanca,Morocco,9/25/2015  12:00:00 AM,Gavin Boje,350.00,"1,636.00",708.00,218.10,0.84,13.00,Item defect / bad quality,0.43,2015-Q3
Dry wear,Overcoats,Austin,USA,9/24/2015  12:00:00 AM,James Frank,200.00,92.25,76.50,172.16,0.87,12.00,Customer service,0.83,2015-Q3
Wet wear,Overcoats,Austin,USA,7/2/2015  12:00:00 AM,James Frank,350.00,"1,643.00",715.00,394.32,0.94,25.00,Item defect / bad quality,0.44,2015-Q3
Dry wear,Overcoats,Dallas,USA,9/7/2015  12:00:00 AM,James Frank,250.00,"1,008.00",437.25,257.25,0.94,22.00,Item defect / bad quality,0.43,2015-Q3
Wet wear,Overcoats,Miami,USA,7/30/2015  12:00:00 AM,James Frank,450.00,"2,181.00",943.00,458.01,0.81,24.00,Price too high / competition,0.43,2015-Q3
Wet wear,Overcoats,Houston,USA,7/30/2015  12:00:00 AM,James Frank,"1,450.00","6,956.00","2,996.00","1,321.64",0.82,23.00,Item not as described,0.43,2015-Q3
Wet wear,Overcoats,Dallas,USA,9/30/2015  12:00:00 AM,James Frank,550.00,"2,539.00","1,042.00",609.36,0.83,20.00,Item defect / bad quality,0.41,2015-Q3
Dry wear,Overcoats,Houston,USA,9/4/2015  12:00:00 AM,James Frank,450.00,"2,262.75",892.50,377.76,0.90,23.00,Item not as described,0.39,2015-Q3
Dry wear,Overcoats,Miami,USA,7/9/2015  12:00:00 AM,James Frank,100.00,"80,070.00","27,949.50",103.60,0.87,25.00,Customer service,0.35,2015-Q3
Dry wear,Overcoats,Moscow,Russia,7/20/2015  12:00:00 AM,Janet Bury,150.00,752.00,378.00,49.76,0.88,11.00,Item not as described,0.50,2015-Q3
Wet wear,Overcoats,Moscow,Russia,8/22/2015  12:00:00 AM,Janet Bury,700.00,"3,163.00","1,367.00",11.90,0.87,24.00,Item defect / bad quality,0.43,2015-Q3
Dry wear,Overcoats,"Bogota, D.C.",Colombia,7/20/2015  12:00:00 AM,Jay Jones,300.00,"1,528.00",726.00,23.17,0.89,19.00,Price too high / competition,0.48,2015-Q3
Wet wear,Overcoats,"Bogota, D.C.",Colombia,7/5/2015  12:00:00 AM,Jay Jones,450.00,"1,972.00",872.00,90.65,0.94,14.00,Price too high / competition,0.44,2015-Q3
Dry wear,Overcoats,Liverpool,United Kingdom,8/2/2015  12:00:00 AM,John Minker,400.00,"1,889.00",923.00,118.10,0.95,21.00,Customer service,0.49,2015-Q3
Dry wear,Overcoats,London,United Kingdom,9/12/2015  12:00:00 AM,John Minker,"3,600.00","18,100.00","8,808.00","1,497.90",0.86,19.00,Price too high / competition,0.49,2015-Q3
Wet wear,Overcoats,London,United Kingdom,7/10/2015  12:00:00 AM,John Minker,"2,650.00","12,882.00","5,720.00",105.10,0.86,13.00,Other / unknown,0.44,2015-Q3
Wet wear,Overcoats,Liverpool,United Kingdom,8/8/2015  12:00:00 AM,John Minker,550.00,"2,570.00","1,064.00",144.54,0.85,22.00,Other / unknown,0.41,2015-Q3
Dry wear,Overcoats,Lisbon,Portugal,7/17/2015  12:00:00 AM,Julie Jones,400.00,"1,777.00",870.00,147.00,0.92,12.00,Customer service,0.49,2015-Q3
Wet wear,Overcoats,Lisbon,Portugal,8/26/2015  12:00:00 AM,Julie Jones,800.00,"3,682.00","1,511.00",374.40,0.85,23.00,Customer service,0.41,2015-Q3
Dry wear,Overcoats,Delhi,India,9/25/2015  12:00:00 AM,Kiran Raj,550.00,"2,834.00","1,406.00",88.55,0.85,17.00,Customer service,0.50,2015-Q3
Dry wear,Overcoats,Mumbai,India,8/19/2015  12:00:00 AM,Kiran Raj,"2,950.00","14,979.00","7,290.00",936.20,0.88,17.00,Other / unknown,0.49,2015-Q3
Wet wear,Overcoats,Mumbai,India,8/31/2015  12:00:00 AM,Kiran Raj,"2,200.00","10,661.00","4,734.00",666.30,0.94,11.00,Customer service,0.44,2015-Q3
Wet wear,Overcoats,Delhi,India,7/30/2015  12:00:00 AM,Kiran Raj,"1,750.00","8,347.00","3,595.00",521.70,0.92,22.00,Customer service,0.43,2015-Q3
Dry wear,Overcoats,Lima,Peru,7/12/2015  12:00:00 AM,Larry Hill,200.00,945.00,462.00,"1,734.00",0.92,15.00,Customer service,0.49,2015-Q3
Wet wear,Overcoats,Lima,Peru,8/31/2015  12:00:00 AM,Larry Hill,300.00,"1,285.00",532.00,246.60,0.88,11.00,Customer service,0.41,2015-Q3
Wet wear,Overcoats,New York,USA,7/5/2015  12:00:00 AM,Lia Armand,"1,800.00","8,884.00","3,945.00","1,865.64",0.88,18.00,Item not as described,0.44,2015-Q3
Wet wear,Overcoats,Chicago,USA,9/30/2015  12:00:00 AM,Lia Armand,700.00,"3,286.00","1,452.00",492.90,0.95,11.00,Item not as described,0.44,2015-Q3
Wet wear,Overcoats,San Francisco,USA,7/24/2015  12:00:00 AM,Lia Armand,450.00,"2,181.00",943.00,523.44,0.85,19.00,Behaviour of personnel,0.43,2015-Q3
Wet wear,Overcoats,Washington,USA,9/30/2015  12:00:00 AM,Lia Armand,450.00,"2,141.00",887.00,513.84,0.83,14.00,Behaviour of personnel,0.41,2015-Q3
Wet wear,Overcoats,Los Angeles,USA,9/8/2015  12:00:00 AM,Lia Armand,650.00,"2,853.00","1,144.00",627.66,0.89,24.00,Other / unknown,0.40,2015-Q3
Dry wear,Overcoats,Washington,USA,8/6/2015  12:00:00 AM,Lia Armand,300.00,"15,802.50","5,960.25",251.84,0.81,23.00,Item not as described,0.38,2015-Q3
Dry wear,Overcoats,Chicago,USA,9/3/2015  12:00:00 AM,Lia Armand,500.00,"6,946.50","2,415.00",560.34,0.88,25.00,Item defect / bad quality,0.35,2015-Q3
Dry wear,Overcoats,New York,USA,7/17/2015  12:00:00 AM,Lia Armand,"2,450.00","16,229.25","5,204.25","2,122.11",0.84,24.00,Behaviour of personnel,0.32,2015-Q3
Dry wear,Overcoats,Los Angeles,USA,9/19/2015  12:00:00 AM,Lia Armand,800.00,"3,910.50","1,178.25",767.60,0.90,22.00,Behaviour of personnel,0.30,2015-Q3
Dry wear,Overcoats,San Francisco,USA,9/2/2015  12:00:00 AM,Lia Armand,800.00,968.25,283.50,729.18,0.88,16.00,Item defect / bad quality,0.29,2015-Q3
Dry wear,Overcoats,Brussels,Belgium,9/23/2015  12:00:00 AM,Lois Wood,100.00,461.00,234.00,159.93,0.94,20.00,Other / unknown,0.51,2015-Q3
Wet wear,Overcoats,Brussels,Belgium,8/5/2015  12:00:00 AM,Lois Wood,300.00,"1,309.00",578.00,11.52,0.82,25.00,Item defect / bad quality,0.44,2015-Q3
Dry wear,Overcoats,Zurich,Switzerland,9/3/2015  12:00:00 AM,Maria Price,150.00,735.00,360.00,342.40,0.91,25.00,Price too high / competition,0.49,2015-Q3
Wet wear,Overcoats,Zurich,Switzerland,8/1/2015  12:00:00 AM,Maria Price,350.00,"1,524.00",625.00,407.16,0.93,25.00,Other / unknown,0.41,2015-Q3
Dry wear,Overcoats,Seoul,South Korea,9/26/2015  12:00:00 AM,Marie Mann,250.00,"1,292.00",627.00,40.35,0.81,19.00,Item defect / bad quality,0.49,2015-Q3
Wet wear,Overcoats,Seoul,South Korea,7/31/2015  12:00:00 AM,Marie Mann,450.00,"1,972.00",858.00,86.31,0.92,12.00,Price too high / competition,0.44,2015-Q3
Dry wear,Overcoats,Dakar,Senegal,9/11/2015  12:00:00 AM,Marry Williams,150.00,576.00,292.00,46.02,0.86,12.00,Customer service,0.51,2015-Q3
Dry wear,Overcoats,Tunis,Tunisia,7/19/2015  12:00:00 AM,Marry Williams,200.00,919.00,450.00,61.25,0.92,25.00,Other / unknown,0.49,2015-Q3
Wet wear,Overcoats,Dakar,Senegal,9/11/2015  12:00:00 AM,Marry Williams,350.00,"1,636.00",722.00,109.05,0.81,21.00,Price too high / competition,0.44,2015-Q3
Wet wear,Overcoats,Tunis,Tunisia,8/17/2015  12:00:00 AM,Marry Williams,450.00,"1,905.00",782.00,152.34,0.87,23.00,Item not as described,0.41,2015-Q3
Dry wear,Overcoats,Berlin,Germany,9/14/2015  12:00:00 AM,Mary Smith,450.00,"2,283.00","1,115.00",132.23,0.90,25.00,Other / unknown,0.49,2015-Q3
Wet wear,Overcoats,Berlin,Germany,9/21/2015  12:00:00 AM,Mary Smith,700.00,"3,105.00","1,286.00","1,191.80",0.85,23.00,Price too high / competition,0.41,2015-Q3
Dry wear,Overcoats,Osaka,Japan,7/10/2015  12:00:00 AM,Mayumi Mai,600.00,"3,056.00","1,452.00",114.60,0.81,12.00,Price too high / competition,0.48,2015-Q3
Dry wear,Overcoats,Tokyo,Japan,8/5/2015  12:00:00 AM,Mayumi Mai,"1,000.00","4,861.00","2,276.00",303.80,0.89,13.00,Price too high / competition,0.47,2015-Q3
Wet wear,Overcoats,Osaka,Japan,8/30/2015  12:00:00 AM,Mayumi Mai,850.00,"3,944.00","1,743.00",246.50,0.82,16.00,Customer service,0.44,2015-Q3
Wet wear,Overcoats,Tokyo,Japan,7/19/2015  12:00:00 AM,Mayumi Mai,550.00,"2,618.00","1,132.00",81.80,0.95,18.00,Other / unknown,0.43,2015-Q3
Dry wear,Overcoats,Barcelona,Spain,9/2/2015  12:00:00 AM,Nancy Miller,750.00,"3,693.00","1,754.00",152.80,0.88,25.00,Customer service,0.47,2015-Q3
Dry wear,Overcoats,Madrid,Spain,8/26/2015  12:00:00 AM,Nancy Miller,"1,200.00","5,858.00","2,722.00",387.84,0.86,19.00,Price too high / competition,0.46,2015-Q3
Wet wear,Overcoats,Barcelona,Spain,7/9/2015  12:00:00 AM,Nancy Miller,"1,050.00","4,765.00","2,106.00",96.48,0.83,21.00,Other / unknown,0.44,2015-Q3
